ID,zoteroKey,OCLC,archiveID,archiveLocation,sourceTitle,date,place,language,description,link
d19cd861-8622-4a76-98ce-3b7318e3c19f,IVFS4TR2,801218815,,,De viris illustribus liber nunc primum ex ms. cod in lucem erutus,1745,Florence,Latin,,
c70444bd-35f8-456d-b1ee-443de8092d33,DVB2ZF7H,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 15",1456-10-25,Mitilene,Latin,"This is document 19 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dLXk4T3NJSlhITUU/view?usp=sharing
d5ca2463-7bf0-4459-82d5-1dbc22185c52,XBKHI549,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 18",1456-10-25,Mitilene,Latin,"This is document 22 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dY0EzMXRvNmR5bDA/view?usp=sharing
6a315402-1d95-41f6-9dea-4fd39c8226a9,RU4R9MU5,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 19",1456-11-20,Mitilene,Latin,"This is document 23 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dcDlOUThRdWdiaHM/view?usp=sharing
8b6a98b4-d15a-4f97-8d47-f8dee77b3965,2D88C8GB,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 32",1456-10-25,Mitilene,Latin,"This is document 38 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dSFNPRS1UVWpTZUU/view?usp=sharing
975260af-b0d1-45bb-9d03-1426887e2a94,4JRZ8GQK,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 37",1456-10-25,Mitilene,Latin,"This is document 42 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dN2JnYVZnbndBQlE/view?usp=sharing
233ebf39-c838-4e93-9aa8-2672f57bb20a,74G87TD4,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 39",1456-10-25,Mitilene,Latin,"This is document 44 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6deWxPamRzSDJkdm8/view?usp=sharing
7db2b551-4f8a-4069-a71c-51984c961033,KDXCQBGD,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 40",1456-10-25,Mitilene,Latin,"This is document 45 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dTjRGTFV2OGFJbmc/view?usp=sharing
f5c05cd8-a622-4735-8364-3b991f650fd5,FIBH8QGF,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 41",1456-10-25,Mitilene,Latin,"This is document 46 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dOTNOaldPbWZZclk/view?usp=sharing
3ab84ac8-4f79-4e09-bf6a-1aed49f07593,XVJ5CS4D,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 45",1457-10-01,Mitilene,Latin,"It is written in the hand of Luchino de Porta. In this deed, a certain Battista Usodimare lends 50 florins to a certain Giorgio Ihiriaxi, called Â«CorodatilloÂ», who pledges his vineyard as collateral. See Roccatagliata, Notai genovesi in oltremare, Mitelene, document 50a.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dRWVmajlnaE5vTGc/view?usp=sharing
beb85c5e-0930-402b-a7b9-f104ae8ef6be,93X59GAV,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 46",1457-10-01,Mitilene,Latin,"In this deed, a certain Giorgio Ihiriaxi, called Â«CorodatilloÂ», acknowledges the receipt of 50 florins from a certain Battista Usodimare, and pledges his vineyard as collateral. See Roccatagliata, Notai genovesi in oltremare, Mitelene, document 50b.",
a4a0d92a-a66e-45ef-a6bf-1d770dcabea2,V497ZFZ2,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 46",1456-10-25,Mitilene,Latin,"This is document 41 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6ddS1wam9mY1BWRU0/view?usp=sharing
e52808be-ffdb-499d-9b17-44da827d2e46,I2ZM3KAW,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 5",1456-07-26,Mitilene,Latin,"This is document 7 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dSU1VSnV2bEoxUU0/view?usp=sharing
ab09ff13-6da9-47c3-aac0-eb5ab1b0b3c9,7VPIGZZF,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 56",1459-06-10,Mitilene,Latin,"It is written in the hand of Luchino de Porta. This deed contains the will of a certain Giovanni Lomellini, as well as an inventory of his goods. See Roccatagliata, Notai genovesi in oltremare, Mitelene, doc. 59a, and Wright, Gattulusio Lordships, 262-63.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dQ0FDNEljTWE3V3c/view?usp=sharing
bf29b563-1f34-4ea4-ba8c-b086e5e7e09a,4F5GMQB3,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 56a",1459-06-10,Mitilene,Latin,"It is written in the hand of Luchino de Porta. This deed contains the will of a certain Giovanni Lomellini, as well as an inventory of his goods. See Roccatagliata, Notai genovesi in oltremare, Mitelene, doc. 59b, and Wright, Gattulusio Lordships, 262-63. See also doc. 59c in Roccataglita to see where it fits with regard to the images of 56 and 56A.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dQ2JvQVFycGoxUkU/view?usp=sharing
1bcc1f0e-50db-4c8a-b8ce-8c4d0f802937,CS75IUEP,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 58",1456-10-25,Mitilene,Latin,"This is document 61 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dWmpESndyOTB3c2s/view?usp=sharing
2f8d9b3e-09d3-42b9-bccb-aee785931b32,C4DQS4ZF,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 65",1459-12-05,Mitilene,Latin,"This is document 66a in Roccatagliata, Notai genovesi in oltremare, Mitelene. A certain Gaspare Usodimare is listed as a witness for...",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dSHNwbFAybncwU0U/view?usp=sharing
b97f0c46-d41f-401d-9842-6c5ab036599c,RTQQ6BV9,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 65a",1459-12-05,Mitilene,Latin,"This is document 66b in Roccatagliata, Notai genovesi in oltremare, Mitelene. A certain Gaspare Usodimare is listed as a witness for...",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dVHpsQWo3Zk9CeTg/view?usp=sharing
98d47022-2aa3-4e09-9766-f64657e725e0,AT9QUUNC,,ASG,Notai antichi 944,"Domenico de Algario, filza 1, series I, nr. 9",1456-10-25,Mitilene,Latin,"This is document 12 in Roccatagliata, Notai genovesi in oltremare, Mitelene.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dLS1zNF9paWZNQ00/view?usp=sharing
16a16340-34e1-41eb-a4a4-7a576ade8f7a,IVBMNUKN,,ASG,Notai antichi 871,"Emmanuelle Granello, filza 1, nr. 269",1460,Genoa,Latin,"A certain Bendetto Ittaliano, along with a certain Renaldo Gentile, are named as patrons of a vessel capable of transporting over 16000 cantares.",
e8698fa1-ea3d-4922-bb38-ee533bd4da79,59TP9ZRG,,ASG,Notai antichi 872,"Emmanuelle Granello, filza 2, nr. 36",1481,Genoa,Latin,"A certain Antonio de Bargalio acquires the slave Maria, whose age is not given and who is from the island of Gomera in the Canary Islands.",
565cfe07-f09c-41f2-8336-dd1f3a4ecedc,96TESXE5,,ASG,Notai antichi 1123,"Gerolamo Loggia, filza 3, series ---, nr. 138",1485,Genoa,Latin,"Bertuchia Oderico sells the 28-year old slave Caterina, from the Canary Islands, to Marco Benci da Siena, for 47 ducats. Note that Musso spells the notary as ""Gerolamo Logia"" whereas Gioffrè and Pandetta 26 have ""Loggia"".",
14ffb4ca-a6a2-4394-b5bd-2e2e9004acef,MPHPVEQM,,ASG,Notai antichi 1123,"Gerolamo Loggia, filza 3, series ---, nr. 288",1486,Genoa,Latin,"A certain spinner Marsilio de Capriata sells the slave Lucia, who is from the Canary Islands and is 30 years of age, to the silk manufacturer Bartolomeo Sacco, for 150 lire. Note that Musso spells the notary as ""Gerolamo Logia"" whereas Gioffrè and Pandetta 26 have ""Loggia"".",
1d5e1b39-b9a8-4d65-974a-b5e3427cfd7c,CAWCRRPN,,ASG,Notai antichi 1124,"Gerolamo Loggia, filza 4, series ---, nr. ---",1493-04-16,Genoa,Latin,"Transit of a vessel carrying Jewish refugees chartered by Pasquale Lomellini (cf. Zazzu, Sepharad, p. 132)",
701b5e5f-a85c-48c2-8f45-3974a26d7f3a,8XIQJMCD,,ASG,Notai antichi 1124,"Gerolamo Loggia, filza 4, series II, nr. ---",1494-01-11,Genoa,Latin,"Musso spells the notary as ""Gerolamo Logia""",
d44fe87d-2529-4754-8d4b-7b8cebee1264,62VDISU9,,ASG,Notai antichi 503,"Giacomo de Camulio, filza 7, nr. 271",1449,Genoa,Latin,"A certain Manuele Usodimare rents out the Abkhazian slave Margherita, who is 36 years of age and pregnant, to a certain Antonio de Franchis, for 8 years at a cost of 86 lire, for the purpose of being a wet nurse.",
de8c2f60-3ca1-4fda-95e4-5bf16a1c4772,Z4NB4C9Z,,ASG,Notai antichi ---,"Giacomo Rondanina, filza 1, nr. 229",1454-06-15,Genoa,Latin,"A certain Carlo Lomellini is condemned (along with several others) by doge Pietro Campofregoso for bringing foreign currency into the city. In particular, he is reproached for the importation of 9904 Florentine Â«gataÂ».",
109f39b8-87b7-4c3d-8345-e4551b264de4,I3U53FKC,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. --- (formerly nr. 384)",1408-08-14,Chios,Latin,"I could not locate this item in the filza. In this deed, a certain Filippo Lomellini, merchant from Pera, sells 5500 cantares of alum to the Florentines against payment in linens.",
74d26707-6c71-422f-ad7b-fbd856ddcd0b,AWXKB842,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 211 (formerly nr. 149)",1413,Genoa,Latin,I am uncertain as to the contents of this deed.,https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dMlcyTXVPaTFEeVE/view?usp=sharing
642b80be-c08b-47b8-900f-884c324235e6,2W65CDZA,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 217 (formerly nr. 160)",1413,Genoa,Latin,The deed mentions a certain Gaspare Lomellini.,https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6deEtHWWhHRUk2ODg/view?usp=sharing
31307d9a-273a-4b3b-985d-840a34c28dd4,88D8HD7Q,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 243 (formerly nr. 17)",1413-07-01,Genoa,Latin,"Giovanni Labaino, a notary from Chios, is appointed prosecutor by a tailor in order to recover two fugitive Tatar slaves (Petti Balbi, 117).",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dTHR1TEphenFpbHM/view?usp=sharing
55816351-6e95-4cbe-b012-fcad3b28b678,TN9G5QVP,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 281 (formerly nr. 35)",1413-08,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the shipment of alum. See Wright, Gattalusio Lordships, 175-76, 200.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6demctZ1poRVAwdkU/view?usp=sharing
71a2162f-8c89-400d-8b80-ffcdd64bb6c5,MFMFRTMW,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 288 (formerly nr. 248)",1413-08,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the shipment of alum. See Wright, Gattalusio Lordships, 175-76.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dNWg4ZExYVlJMSE0/view?usp=sharing
27f839fe-432c-48ce-81a9-b7b6cb414f16,UQ5DJHSC,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 308 (formerly nr. 247)",1413-08,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the shipment of alum. See Wright, Gattalusio Lordships, 175-76.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dSVVIamhFSHlSMVU/view?usp=sharing
3c15f94b-7c2c-435a-8ce7-d121143aaf64,I6XSHW8Q,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 315 (formerly nr. 222)",1413-04-01,Chios,Latin,A certain member of the Lomellini family ships alum to Spainr.,https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dWVJacG1HX2dnZHc/view?usp=sharing
e91219a5-71d7-4e61-89ae-881a23082679,8X3EANBC,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 318",1412-12,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the purchase of alum. See Wright, Gattalusio Lordships, 176.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6ddS01a1pXUVhFMzg/view?usp=sharing
4949daaa-b839-45d7-9f75-590c5fee5e35,R85RM5AI,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 322 (formerly nr. 230)",1412-12,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the purchase of alum. See Wright, Gattalusio Lordships, 176.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6daXIyNWx3c2VteXc/view?usp=sharing
863f1c06-fc94-4bcf-a6a4-25e49c86e0be,VP3X4QJ5,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 326 (formerly nr. 216)",1412-12,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the purchase of alum. See Wright, Gattalusio Lordships, 176.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dYlRIVmRvN0Ytc3M/view?usp=sharing
88cd7f25-0f9c-43af-8bbd-6d1a94e6cf54,5A7U96UE,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 328 (formerly nr. 334)",1411,Genoa,Latin,This deed describes the sale of Ligurian properties by a certain Marino Usodimare.,https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dNnN4MUFIaXY2TEk/view?usp=sharing
4582eb22-d937-48bc-8a60-8730159a89f3,IZVSHM3Z,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 336 (formerly nr. 245)",1412-12,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the purchase of alum. See Wright, Gattalusio Lordships, 176.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dR09VWEpOdjI0MlU/view?usp=sharing
a145dca2-a71c-4dd5-a747-fef6454966f9,Z4DX9BH8,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 410 (formerly nr. 317)",1411,Genoa,Latin,This deed describes the sale of Ligurian properties by a certain Marino Usodimare.,https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dTzlGZzRxQmMzdUk/view?usp=sharing
ed78e0d4-1136-4e4d-9cce-3a2313575923,D25MNEFI,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 427 (formerly nr. 318)",1411,Genoa,Latin,This deed describes the sale of Ligurian properties by a certain Marino Usodimare.,https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6daW9TMF8xdU5qd0k/view?usp=sharing
bcab6283-024e-4e40-ba78-7eb9e4277e09,JJNZIX9T,,ASG,Notai antichi 603,"Giovanni Balbi, filza 1, series I, nr. 467 (formerly nr. 338)",1412-12,Chios,Latin,"A contract of the brothers Gaspale and Michele Lomellini regarding the purchase of alum. See Wright, Gattalusio Lordships, 176.",https://drive.google.com/a/alumni.utoronto.ca/file/d/0B05bCHBidL6dbDcxQTBPQ2dwVTg/view?usp=sharing
c2294544-ff0d-4217-ac20-c106368389d1,SE32R8CR,,ASG,Notai antichi 1403,"Giovanni Battista Foglietta, filza 1, nr. ---",1497-06-26,Genoa,Latin,"A certain Mariola Pinelli sells the Abkhazan slave Maria, whose age is not indicated, to a certain Francesco Lomellini, for 200 lire.",
9337de8b-24a0-468d-a7b1-69cfb15e1b96,HIPWJZ5A,,ASG,Notai antichi 1404,"Giovanni Battista Foglietta, filza 2, nr. ---",1506-06-02,Genoa,Latin,"According to Pandetta 26, filza 2 corresponds to the years 1497-1503. If the item is from 1506, it should be located in filza 3. Determine the correct reference.",
c748ccd0-b68a-48c1-8ed1-fd1990f273f3,PXN66ZFZ,,ASG,Notai antichi 1405,"Giovanni Battista Foglietta, filza 3, nr. 142",1506-01-30,Genoa,Latin,,
e874744e-4218-4e63-a308-c2f7f3d1ce87,G7BQZ3GW,,ASG,Notai antichi 1280,"Giovanni Costa, filza 2, nr. 511",1502-07-28,Genoa,Latin,"This might be dated either on July 8 or July 28, examine in detail to determine the correct date.",
87ca9900-d540-4d93-949e-7a233a54505f,R4MPKGFE,,ASG,Notai antichi 1281,"Giovanni Costa, filza 3, nr. ---",1509-08-23,Genoa,Latin,,
11a846d0-1db0-46cf-90a6-06ac8dc6d5d8,3VV7CK33,,ASG,Notai antichi 1283,"Giovanni Costa, filza 5, nr. ---",1513-09-05,Genoa,Latin,,
4abc9553-b05b-4a97-b77f-4bc0babd4665,KTABNVN3,,ASG,Notai antichi 1285,"Giovanni Costa, filza 7, nr. 794",1517-12-02,Genoa,Latin,,
3a1cc542-e22d-4cad-a806-fe548846d6ff,3NM7URVG,,ASG,Notai antichi 1286,"Giovanni Costa, filza 8, nr. 148",1520-08-12,Genoa,Latin,,
00f4744a-6756-465c-bc25-20493aeaaaf8,39ZE6X32,,ASG,Notai antichi 1286,"Giovanni Costa, filza 8, nr. 51",1520-08-23,Genoa,Latin,,
71ce8bb8-13ee-462e-b3a4-4d42158cbac8,EDXBFD2A,,ASG,Notai antichi 916,"Giovanni Danove, filza 1, nr. 139",1462,Genoa,Latin,"A certain Battista Lomellini frees the Circassan slave Giorgio, who is 28 years of age.",
095bf6ee-8d11-4a53-bb3b-197e36aa9605,Z8S8DFWD,,ASG,Notai antichi 916,"Giovanni Danove, filza 1, nr. 169",1463,Genoa,Latin,"The slaves Astelano and Caterina, who are married, purchase a house for 100 lire from Edoardo Lomellini. They are slaves of Jacopo de Corsia and Bartolomeo de Podio, respectively. A certain Cristoforo de Podio advances the payment.",
6b4ca5ac-622f-46c4-a525-9227117a8e2e,P5NITDDF,,ASG,Notai antichi 916,"Giovanni Danove, filza 1, nr. 195",1463,Genoa,Latin,"The vessel of one Pedro Segura of San SebastiÃ¡n is captured while traveling to Savona, where there were refugees who were supporters of John of Calabria (that is, John II of Anjou). Heers incorrectly reports the name of the notary as Giacomo instead of Giovanni.",
0e07188f-35be-4379-9508-fb4868789b34,WCKI8D62,,ASG,Notai antichi 916,"Giovanni Danove, filza 1, nr. 275",1464,Genoa,Latin,"Giuliano Categaro frees the Circassan slave Giorgio, 28 years old.",
10493b06-4663-4a64-9a9c-b45e593fc31a,4HCERVZJ,,ASG,Notai antichi 916,"Giovanni Danove, filza 1, nr. 330",1464,Genoa,Latin,"A certain Teramo Fossatello sells the Circassan slave Lucia, who is 18 years of age, to a certain Luca Lomellini, for 220 lire.",
da9e2d32-4d5b-4b6d-bfde-4c5d9dab486e,NSFTPVZM,,ASG,Notai antichi 916,"Giovanni Danove, filza 1, nr. 338",1464,Genoa,Latin,"A certain G. Lomellini frees the Circassan slave Lucia, who is 42 years of age. Look into this deed to determine who ""G."" is.",
e3d9ea1b-9551-454e-adcd-df67ddadcedd,DKF37S5G,,ASG,Notai antichi 916,"Giovanni Danove, filza 1, nr. 93",1461,Genoa,Latin,"A certain Bartolomeo Lomellini frees the Tartaran slave Tartarino, who is 25 years of age.",
25c59295-8218-46ff-beaa-0444f257d3d3,AF8QZPEF,,ASG,Notai antichi 917,"Giovanni Danove, filza 2, nr. 347",1468,Genoa,Latin,"A certain Salvagia Lomellini frees the Circassan slave Cita, who is 40 years of age.",
71b1fab8-4c02-4959-821f-84c31d782973,VKXKZ9RT,,ASG,Notai antichi 917,"Giovanni Danove, filza 2, nr. 404",1468,Genoa,Latin,"A certain Giovanni Usodimare rents out the Circassan slave Margherita, who is 38 years of age, to a certain Medialuce Cicala, for 10 years at a cost of 100 lire.",
e4978a54-76d6-455c-b864-2c82564dd72b,I5A9QANI,,ASG,Notai antichi 917,"Giovanni Danove, filza 2, nr. 415",1468,Genoa,Latin,"A certain Lazzaro Cattaneo sells the Circassan slave Marta, who is 20 years of age, to a certain Carlo Lomellini, for 230 lire.",
c504fb89-8f44-4f1d-84c7-c5e19d528a93,4WSAWQFG,,ASG,Notai antichi 917,"Giovanni Danove, filza 2, nr. 558",1469,Genoa,Latin,"Insurance against the risk of death by childbirth for the Bosnian/Serbian slave Maddalena, who is 18 years of age, is obtained by a certain Jacopo Maricone from a certain Ambrogio Lomellini.",
df9eb7b4-469f-4dd4-ad68-950eb694a517,QUVCQRF7,,ASG,Notai antichi 917,"Giovanni Danove, filza 2, nr. 580",1469,Genoa,Latin,"A certain Gaspare de Nigrono sells the Moorish slave Margherita, who is 11 years of age, to a certain Carlo Lomellini, for 80 lire.",
33c99376-31d2-4e07-826f-9ed1d3441139,UH892RD8,,ASG,Notai antichi 918,"Giovanni Danove, filza 3, nr. 160",1482,Genoa,Latin,"A certain Francesco Gambono rents out the Circassan slave Maddalena, who is 26 years of age, to a certain Geronimo Lomellini, for 15 years at a cost of 150 lire.",
d8cc2ff9-cc31-4359-bfbc-5c7fff5a14dc,Q9K9TJR3,,ASG,Notai antichi 918,"Giovanni Danove, filza 3, nr. 202",1483,Genoa,Latin,"A certain Bartolomeo Ittaliano frees the moorish slave Marta, who is 35 years of age.",
ca6d97dd-bfab-4289-bea2-f6c0d07d3ec6,7H5B6WNK,,ASG,Notai antichi 918,"Giovanni Danove, filza 3, nr. 248",1482,Genoa,Latin,"A certain Francesco Lomellino sells the Mingrelian slave Margherita, who is 20 years of age, to a certain Isolda de Marini, for 275 lire.",
266a9b64-d34f-4fc6-8c93-22ef1a84eb27,HR6FZXT6,,ASG,Notai antichi 918,"Giovanni Danove, filza 3, nr. 266",1496,Genoa,Latin,"A certain Marta Lomellini frees the Albanian slave Margherita, who is 45 years of age.",
640a5d64-4e39-4e52-b5c0-f04f2ff605c5,9TDDFZBV,,ASG,Notai antichi 471,"Giovanni de Allegro, reg. 2, 1400-1407, fol. 181r-v",1404,Genoa,Latin,"A certain Manuele Lomellini sells the Tartaran slave Cristiana, who is 20 years of age, to a certain Giovanni Prates, a merchant from Catalonia, for 80 lire.",
b9f871df-2aa3-484c-9a25-11811f9f8b2c,ZFB3V7DB,,ASG,Notai antichi 471,"Giovanni de Allegro, reg. 2, 1400-1407, fol. 1r-v",1400,Genoa,Latin,"A certain Antonio Marcono sells the Tartaran slave Martino, who is 25 years of age, to a certain Antonio Feo of Barcelona for 41 florins. I am not absolutely certain that this is item 471 in the Notai antichi. Note also that Gioffrè spells ""Allegro"" as ""Alegro.""",
94e350a0-5c77-425c-b193-d240c2598b5d,8DECFWE8,,ASG,Notai antichi 471,"Giovanni de Allegro, reg. 2, 1400-1407, fol. 36r-v",1400,Genoa,Latin,"A certain Nicola Â«de MonterubeoÂ» sells the Tartaran slave Sofia, whose age is not indicated, to a certain Salvagia Bresana for 80 lire. I am not absolutely certain that this is item 471 in the Notai antichi. Note also that Gioffrè spells ""Allegro"" as ""Alegro.""",
6b88707a-d1f0-44fd-8ee8-7cf0c8622bec,QCXP3956,,ASG,Notai antichi 472,"Giovanni de Allegro, reg. 3, 1408-1428, fol. 139r-v",1410,Genoa,Latin,"A certain Marieta Usodimare sells the Tartaran slave Maddalena, who is 30 years of age, to a certain Demerode Campiono, from Savona, for 45 lire.",
79e026c4-0982-47b3-bdf4-2066ac360b97,3B6PJHUG,,ASG,Notai antichi 340,"Giovanni de Pignono, filza 1, series II, nr. 127",1429-07-11,Genoa,Latin,"According to Pandetta 26, this is in the hand of Antonio de Bonizo, but under the classification of Giovanni de Pignono in the archive. The de Pignono deeds date from the 1300s, while the deeds by de Bonizo date from the 1420s. The deed describes that  the heirs of the cutler Lorenzo Spotorno loaned the Circassian slave Luna to the Ospedale de Scalo, represented by the cutler Bertone di Lavagna, for 80 lire and a period of 12 years. The slave was guaranteed Â«nitidam sanam et ab omnibus et vitiis magagnis occultis et manifestis.Â»",
87eb8273-9963-4674-ac36-6e1fcd13e3ef,CJFFAI5D,,ASG,Notai antichi 596,"Giovanni de Recco, filza 1. nr. 46",1414-01-23,Chios,Latin,"A contract between a certain merchant Joffredo Lomellini and ship owner Matteo Calvi. In this deed, Calvi undertakes to transport, in two years, 60000 cantares of alum from Phocaea, Chios or ""any other port of Mytilene"" to Flanders.",
8993891e-02a5-49a6-a3ab-d2b4c653db56,39M6PUBD,,ASG,Notai antichi 557,"Giovanni Labaino, filza 10, nr. 66",1443,Genoa,Latin,"The Albanian slave Sofia, owned by a certain Pelegra Doria, appoints Giovanni Brignole as her counsel in order to request the ""sindicatori"" to pronounce her freedom. Baldassare Lomellini acts on behalf of the owner. The filze 66 through 68 are all related to this case.",
92f80cce-5e6c-4fcb-a51e-a3fc4555d04a,ZJZ62G7I,,ASG,Notai antichi 557,"Giovanni Labaino, filza 10, nr. 67",1443,Genoa,Latin,"The Albanian slave Sofia, owned by a certain Pelegra Doria, appoints Giovanni Brignole as her counsel in order to request the ""sindicatori"" to pronounce her freedom. Baldassare Lomellini acts on behalf of the owner. The filze 66 through 68 are all related to this case.",
da2bde7e-8634-4d1f-b98e-3771fd01106a,BW5RRWKG,,ASG,Notai antichi 557,"Giovanni Labaino, filza 10, nr. 68",1443,Genoa,Latin,"The Albanian slave Sofia, owned by a certain Pelegra Doria, appoints Giovanni Brignole as her counsel in order to request the ""sindicatori"" to pronounce her freedom. Baldassare Lomellini acts on behalf of the owner. The filze 66 through 68 are all related to this case.",
0d873d30-d5cd-4cac-9948-35fa9bf7f0df,MJ9D2UKR,,ASG,Notai antichi 762,"Giovanni Loggia, filza 1, nr. 120",1450,Genoa,Latin,A certain Cosmo Lomellini leases a Catalan galley in Malaga in order to ship to Portugal. Heers gives this as an example of the Lomellini in Lisbon using local vessels rather than Genoese galleys.,
57296f55-c289-425f-9757-b79f73169d77,6D668QCX,,ASG,Notai antichi 762,"Giovanni Loggia, filza 1, nr. 126",1450,Genoa,Latin,A certain Juan FerrÃ¡n de Stigaribia is documented as commanding a reinforced vessel owned by Cosmo Lomellini. This might be related to item 135 in the same filza.,
48c1e9ec-08cd-4558-b930-b5ff88827262,ZD94GJZP,,ASG,Notai antichi 762,"Giovanni Loggia, filza 1, nr. 135",1450,Genoa,Latin,A certain Juan FerrÃ¡n de Stigaribia is documented as commanding a reinforced vessel owned by Cosmo Lomellini. This might be related to item 126 in the same filza.,
